"Bluetooth (блютуз) гарнитуры";;;
"MP3 FM Modulator (модулятор) AVS F507, пульт, MicroSD, USB, черный";;;"http://1234567.by/aУТ000003246"
"MP3 FM Modulator (модулятор) AVS F508, пульт, MicroSD, USB, line, черный";;;"http://1234567.by/aУТ000003249"
"Experts";;;
"MP3 FM Modulator (модулятор) Experts F-194A, с пультом, на гибкой ножке";;;"http://1234567.by/a00000000280"
"MP3 FM Modulator (модулятор) Experts F-194A, с пультом, на гибкой ножке";;;"http://1234567.by/a00000000280"
"MP3 FM Modulator (модулятор) Experts F-199A с пультом, черный";;;"http://1234567.by/aУТ000003369"
"MP3 FM Modulator (модулятор) Experts F-200A с пультом, черный";;;"http://1234567.by/a00000000281"
"MP3 FM Modulator (модулятор) Experts F-200A с пультом, черный";;;"http://1234567.by/a00000000281"
"MP3 FM Modulator (модулятор) Experts F-209A с пультом, черный";;;"http://1234567.by/aУТ000003370"
"MP3 FM Modulator (модулятор) Experts F-213A с пультом, черный с серебристым";;;"http://1234567.by/aУТ000003368"
"LongLife";;;
"MP3 FM Modulator (модулятор) LongLife F-199A с пультом, черный";;;"http://1234567.by/aУТ000000596"
"MP3 FM Modulator (модулятор) LongLife F-301 CarMP4, цв. дисплей, с пультом, черный";;;"http://1234567.by/aУТ000001894"
"MP3 FM Modulator (модулятор) LongLife FM-001, с пультом";;;"http://1234567.by/aУТ000001082"
"MP3 FM Modulator (модулятор) LongLife FM-002, с пультом";;;"http://1234567.by/aУТ000001083"
"Web-камеры";;;
"Веб-камеры";;;
"Веб-камера A4Tech PK-635E, 5 МП, черный";;;"http://1234567.by/a00000001451"
"Веб-камера Canyon CNR-FWC113, 1.3 Мп, микрофон, черный с серебристым";;;"http://1234567.by/aУТ000000633"
"Веб-камера Canyon CNR-FWC120H, HD, микрофон, черный c серебристым";;;"http://1234567.by/aУТ000000635"
"Веб-камера Canyon CNR-WCAM113 человечек, 1.3 Мп, микрофон";;;"http://1234567.by/aУТ000000535"
"Веб-камера Canyon CNR-WCAM413G1, 1.3 Мп, микрофон, черный с синим";;;"http://1234567.by/aУТ000002278"
"Веб-камера Canyon CNR-WCAM43G1, микрофон, черный с зеленым";;;"http://1234567.by/aУТ000000532"
"Веб-камера Canyon CNR-WCAM513G1, 1.3 Мп, микрофон, белый с оранжевым";;;"http://1234567.by/aУТ000000637"
"Веб-камера Canyon CNR-WCAM713G2, 1.3 Мп, микрофон, черный с серебристым";;;"http://1234567.by/aУТ000000531"
"Веб-камера Canyon CNR-WCAM813G1, 1.3 Мп, микрофон, оранжевый с серебристым";;;"http://1234567.by/aУТ000000534"
"Веб-камера Canyon CNR-WCAM820HD, 2.0 Мп, микрофон, серебристый с синим";;;"http://1234567.by/aУТ000000915"
"Веб-камера Defender C-090, 0.3 МП, микрофон, зеленый";;;"http://1234567.by/aУТ000000816"
"Веб-камера Defender C-090, 0.3 МП, микрофон, оранжевый";;;"http://1234567.by/aУТ000000814"
"Веб-камера Defender C-090, 0.3 МП, микрофон, синий";;;"http://1234567.by/aУТ000000817"
"Веб-камера Defender C-090, 0.3 МП, микрофон, черный";;;"http://1234567.by/aУТ000000815"
"Веб-камера Defender C-110, 0.3 МП, микрофон, черный";;;"http://1234567.by/aУТ000000818"
"Веб-камера Defender G-Lens 2545HD, 2 МП, микрофон, черный";;;"http://1234567.by/aУТ000001705"
"Веб-камера Defender G-Lens 321, 8 МП, микрофон, белый";;;"http://1234567.by/a00000001057"
"Веб-камера Defender G-Lens 323, 0.3 МП, микрофон, черный";;;"http://1234567.by/a00000000654"
"Веб-камера Defender G-Lens 328-1, 0.3 МП, микрофон, черный";;;"http://1234567.by/aУТ000002308"
"Веб-камера EasyTouch ET-435 Selena, 0.3 МП, микрофон, серебристый с черным";;;"http://1234567.by/a00000001604"
"Веб-камера Esperanza Jasper EC104, черный";;;"http://1234567.by/a00000001314"
"Веб-камера Gembird CAM68UT, 0.3 МП, микрофон, дизайн мягкой игрушки (собачка)";;;"http://1234567.by/a00000001196"
"Веб-камера Kreolz WCM-52, микрофон, черный с серебристым";;;"http://1234567.by/aУТ000002714"
"Веб-камера Microsoft LifeCam VX-800, микрофон, черный";;;"http://1234567.by/aУТ000001745"
"Веб-камера S-itech PC-6824, 3 in 1, микрофон, встроенные колонки, белый";;;"http://1234567.by/aУТ000002923"
"Веб-камера SmartTrack EZ-Look STW-2100, 0.3 Mpix, микрофон, синий";;;"http://1234567.by/aУТ000001098"
"Веб-камера SmartTrack EZ-Look STW-2200, 0.3 Mpix, микрофон, зеленый";;;"http://1234567.by/aУТ000000754"
"Веб-камера SmartTrack EZ-Look STW-2300, 0.3 Mpix, микрофон, оранжевый";;;"http://1234567.by/aУТ000000755"
"Веб-камера Titanum Amber TC102, черный";;;"http://1234567.by/a00000001313"
"Веб-камера Titanum Onyx TC101, черный с серебристым";;;"http://1234567.by/a00000001312"
"комплекты";;;
"Комплект Веб-камера и стереогарнитура Canyon CNR-CP11G1";;;"http://1234567.by/aУТ000000906"
"Комплект Веб-камера и стереогарнитура Canyon CNR-CP2G1";;;"http://1234567.by/aУТ000000537"
"Комплект Веб-камера и стереогарнитура Canyon CNR-CP3G1";;;"http://1234567.by/aУТ000002277"
"Комплект Веб-камера и стереогарнитура Canyon CNR-CP7G1";;;"http://1234567.by/aУТ000000907"
"Комплект Веб-камера и стереогарнитура Canyon CNR-CP8";;;"http://1234567.by/aУТ000002677"
"Комплект Веб-камера и стереогарнитура Canyon CNR-CP9";;;"http://1234567.by/aУТ000002676"
"Аккумуляторы и батарейки";;;
"аккумуляторы AA, AAA";;;
"аккумулятор AA Camelion Rechargeable, Ni-MH 2700mAh, BL2 (цена за 1 аккумулятор)";;;"http://1234567.by/aУТ000001546"
"аккумулятор AA Camelion Rechargeable, Ni-MH 800mAh, BL2 (цена за 1 аккумулятор)";;;"http://1234567.by/aУТ000001547"
"аккумулятор AA Duracell Supreme,  Ni-MH 2450mAh, BL2 (цена за 1 аккумулятор)";;;"http://1234567.by/a00000000820"
"аккумулятор AA Easy Touch, Ni-MH, 2500mAh, BL4, (цена за 1 аккумулятор)";;;"http://1234567.by/aУТ000000248"
"аккумулятор AA Energizer Recharge,  Ni-MH 2450mAh, BL4 (цена за 1 аккумулятор)";;;"http://1234567.by/aУТ000000479"
"аккумулятор AA Maxell,  Ni-MH 2500mAh, BL2 (цена за 1 аккумулятор)";;;"http://1234567.by/a00000001530"
"аккумулятор AA Maxell,  Ni-MH 2500mAh, BL4 (цена за 1 аккумулятор)";;;"http://1234567.by/aУТ000000567"
"аккумулятор AA Varta Longlife ready 2 Ni-MH 2100mAh (цена за 1 аккумулятор)";;;"http://1234567.by/a00000000805"
"аккумулятор AA Verbatim Premium, Ni-MH 2450mAh, BL4 (цена за 1 аккумулятор)";;;"http://1234567.by/aУТ000000568"
"аккумулятор AA, AGFAPhoto Power 2700 series, Ni-MH, 2300mAh, BL4, (цена за 1 аккумулятор)";;;"http://1234567.by/aУТ000001419"
"аккумулятор AA, AGFAPhoto Power 2700 series, Ni-MH, 2700mAh, BL2, (цена за 1 аккумулятор)";;;"http://1234567.by/aУТ000000428"
"аккумулятор AAA Duracell StayCharged,  Ni-MH 800mAh, BL4 (цена за 1 аккумулятор)";;;"http://1234567.by/a00000001332"
"аккумулятор AAA Easy Touch, Ni-MH, 1100mAh, BL4, (цена за 1 аккумулятор)";;;"http://1234567.by/aУТ000000351"
"аккумулятор AAA Maxell Ni-MH 900mAh, BL4 (цена за 1 аккумулятор)";;;"http://1234567.by/a00000001607"
"аккумулятор AAA Verbatim premium 1000 series Ni-MH 970mAh, BL4 (цена за 1 аккумулятор)";;;"http://1234567.by/a00000000600"
"аккумулятор AAA, AGFAPhoto Power 1000 series, Ni-MH 900mAh, BL2 (цена за 1 аккумулятор)";;;"http://1234567.by/aУТ000000427"
"аккумулятор AAA, AGFAPhoto Power 1000 series, Ni-MH 900mAh, BL4 (цена за 1 аккумулятор)";;;"http://1234567.by/aУТ000001418"
"аккумуляторы для телефонов";;;
"Apple iPhone";;;
"аккумулятор для мобильного телефона Apple iPhone 4, Koracell MBP-IPH4CASE, чехол книжка, черный";;;"http://1234567.by/aУТ000001610"
"Benq-Siemens";;;
"аккумулятор для мобильного телефона Benq-Siemens EBA-130, E71, CopyOriginal";;;"http://1234567.by/a00000000784"
"аккумулятор для мобильного телефона Benq-Siemens EBA-130, E71, Experts";;;"http://1234567.by/a00000000515"
"аккумулятор для мобильного телефона Benq-Siemens EBA-140, EL71, CopyOriginal";;;"http://1234567.by/a00000000878"
"аккумулятор для мобильного телефона Benq-Siemens EBA-140, EL71, Experts";;;"http://1234567.by/a00000000516"
"HTC";;;
"аккумулятор для мобильного телефона HTC BA S340 (BLAC160), Touch HD (T8282), 1450 mAh, Atomic";;;"http://1234567.by/aУТ000000881"
"аккумулятор для мобильного телефона HTC BA S400 (BB81100), HD2, 1150 mAh, Experts";;;"http://1234567.by/aУТ000001058"
"аккумулятор для мобильного телефона HTC BA S400 (BB81100), HD2, 1200 mAh, Atomic";;;"http://1234567.by/aУТ000000880"
"аккумулятор для мобильного телефона HTC BA S410 (BB99100), Desire, 1300 mAh, Experts";;;"http://1234567.by/aУТ000000396"
"аккумулятор для мобильного телефона HTC BA S420 (BB00100), Wildfire, 1100 mAh, Experts";;;"http://1234567.by/aУТ000000395"
"аккумулятор для мобильного телефона HTC BA S420 (BB00100), Wildfire, 1100 mAh, First";;;"http://1234567.by/aУТ000002934"
"аккумулятор для мобильного телефона HTC BA S430 (BB92100), HD mini, 1200 mAh, Atomic";;;"http://1234567.by/aУТ000000879"
"аккумулятор для мобильного телефона HTC BA S430 (BB92100), HD mini, 950 mAh, Experts";;;"http://1234567.by/aУТ000001024"
"аккумулятор для мобильного телефона HTC BA S450 (BB96100), Desire Z, 1150 mAh, Atomic";;;"http://1234567.by/aУТ000000877"
"аккумулятор для мобильного телефона HTC BA S450 (BB96100), Desire Z, 1200 mAh, Experts";;;"http://1234567.by/aУТ000000397"
"аккумулятор для мобильного телефона HTC BA S470 (BD26100), Desire HD, 950 mAh, Experts";;;"http://1234567.by/aУТ000001023"
"аккумулятор для мобильного телефона HTC BA S540 (BD29100), Wildfire S, 1150 mAh, Experts";;;"http://1234567.by/aУТ000000394"
"аккумулятор для мобильного телефона HTC BA S540 (BD29100), Wildfire S, Atomic";;;"http://1234567.by/aУТ000000443"
"аккумулятор для мобильного телефона HTC BA S590 (BG58100), EVO 3D, 1600 mAh, Experts";;;"http://1234567.by/aУТ000001057"
"Huawei";;;
"аккумулятор для мобильного телефона Huawei HB4F1, U8800 Ideos X5, 1200 mAh, First";;;"http://1234567.by/aУТ000003454"
"аккумулятор для мобильного телефона Huawei HB4F1, U8800 Ideos X5, 1250 mAh, Experts";;;"http://1234567.by/aУТ000000276"
"аккумулятор для мобильного телефона Huawei HB4J1, U8510, 950 mAh, Experts";;;"http://1234567.by/aУТ000000924"
"аккумулятор для мобильного телефона Huawei HB4J1, U8510, LongLife";;;"http://1234567.by/aУТ000002076"
"аккумулятор для мобильного телефона Huawei HB5A2H, U8500, 900 mAh, Experts";;;"http://1234567.by/aУТ000000275"
"аккумулятор для мобильного телефона Huawei HB5A2H, U8500, 900 mAh, First";;;"http://1234567.by/aУТ000003455"
"аккумулятор для мобильного телефона Huawei HB5A2H, U8500, SmartPower";;;"http://1234567.by/aУТ000000757"
"аккумулятор для мобильного телефона Huawei HB5F1H, U8860 Honor, 900 mAh, Experts";;;"http://1234567.by/aУТ000001877"
"аккумулятор для мобильного телефона Huawei HB5F1H, U8860 Honor, LongLife";;;"http://1234567.by/aУТ000002074"
"аккумулятор для мобильного телефона Huawei HB5K1H, U8650 Sonic, 1150 mAh, Experts";;;"http://1234567.by/aУТ000002616"
"аккумулятор для мобильного телефона Huawei HB5K1H, U8650 Sonic, LongLife";;;"http://1234567.by/aУТ000002075"
"аккумулятор для мобильного телефона Huawei HB5N1H, U8815, 1250 mAh, Experts";;;"http://1234567.by/aУТ000001589"
"LG";;;
"аккумулятор для мобильного телефона LG LGIP-400N, P500, 1100 mAh, Experts";;;"http://1234567.by/a00000001675"
"аккумулятор для мобильного телефона LG LGIP-411A, KG270, 700 mAh, Experts";;;"http://1234567.by/aУТ000002379"
"аккумулятор для мобильного телефона LG LGIP-430N, GS290, 850 mAh, Experts";;;"http://1234567.by/a00000001680"
"аккумулятор для мобильного телефона LG LGIP-470A, KE970, 800 mAh, First";;;"http://1234567.by/aУТ000002935"
"аккумулятор для мобильного телефона LG LGIP-570A, KP500, 800 mAh, Atomic";;;"http://1234567.by/aУТ000001093"
"аккумулятор для мобильного телефона LG LGIP-570A, KP500, 850 mAh, Experts";;;"http://1234567.by/a00000001677"
"аккумулятор для мобильного телефона LG LGIP-570A, KP500, LongLife";;;"http://1234567.by/aУТ000001018"
"аккумулятор для мобильного телефона LG LGIP-580A, KU990, 850 mAh, Experts";;;"http://1234567.by/a00000001678"
"Motorola ";;;
"аккумулятор для мобильного телефона Motorola BA200, C650, Craftmann";;;"http://1234567.by/a00000000519"
"аккумулятор для мобильного телефона Motorola BA200, C650, Craftmann";;;"http://1234567.by/a00000000519"
"аккумулятор для мобильного телефона Motorola BA200, C650, Experts";;;"http://1234567.by/a00000000518"
"аккумулятор для мобильного телефона Motorola BA200, C650, LongLife";;;"http://1234567.by/a00000000521"
"аккумулятор для мобильного телефона Motorola BA200, C650, Neon";;;"http://1234567.by/a00000000520"
"аккумулятор для мобильного телефона Motorola BA700 (BR50), V3, 720 mAh, Experts";;;"http://1234567.by/a00000000241"
"аккумулятор для мобильного телефона Motorola BA700 (BR50), V3, LongLife";;;"http://1234567.by/aУТ000000057"
"аккумулятор для мобильного телефона Motorola BA700 (BR50), V3, Neon";;;"http://1234567.by/a00000000523"
"аккумулятор для мобильного телефона Motorola BA700 (BR50), V3, Neon";;;"http://1234567.by/a00000000523"
"аккумулятор для мобильного телефона Motorola BA700 (BR50), V3, Neon";;;"http://1234567.by/a00000000523"
"аккумулятор для мобильного телефона Motorola BC50, L6, 650 mAh, Experts";;;"http://1234567.by/a00000000197"
"аккумулятор для мобильного телефона Motorola BC50, L6, LongLife";;;"http://1234567.by/aУТ000000055"
"аккумулятор для мобильного телефона Motorola BC60, L7, Craftmann";;;"http://1234567.by/a00000000525"
"аккумулятор для мобильного телефона Motorola BC60, L7, Craftmann";;;"http://1234567.by/a00000000525"
"аккумулятор для мобильного телефона Motorola BC60, L7, Experts";;;"http://1234567.by/a00000000524"
"аккумулятор для мобильного телефона Motorola BC60, L7, Neon";;;"http://1234567.by/a00000000526"
"аккумулятор для мобильного телефона Motorola BK60, L9, 850 mAh, Experts";;;"http://1234567.by/aУТ000001961"
"аккумулятор для мобильного телефона Motorola BQ50 (BT50), C115, 1050 mAh, Experts";;;"http://1234567.by/aУТ000001269"
"Nokia";;;
"аккумулятор для мобильного телефона Nokia BL-4B, 7373, 750 mAh, Experts";;;"http://1234567.by/a00000000464"
"аккумулятор для мобильного телефона Nokia BL-4B, 7373, LongLife";;;"http://1234567.by/aУТ000000888"
"аккумулятор для мобильного телефона Nokia BL-4C, 6300, 1000 mAh, First";;;"http://1234567.by/aУТ000003458"
"аккумулятор для мобильного телефона Nokia BL-4C, 6300, 860 mAh, Experts";;;"http://1234567.by/a00000000240"
"аккумулятор для мобильного телефона Nokia BL-4C, 6300, Luna";;;"http://1234567.by/a00000001658"
"аккумулятор для мобильного телефона Nokia BL-4CT, 5310, 850 mAh, Experts";;;"http://1234567.by/a00000000689"
"аккумулятор для мобильного телефона Nokia BL-4CT, 5310, LongLife";;;"http://1234567.by/aУТ000000806"
"аккумулятор для мобильного телефона Nokia BL-4D, N97 mini, 1100 mAh, First";;;"http://1234567.by/aУТ000003456"
"аккумулятор для мобильного телефона Nokia BL-4D, N97 mini, 1200 mAh, Experts";;;"http://1234567.by/a00000000472"
"аккумулятор для мобильного телефона Nokia BL-4D, N97 mini, LongLife";;;"http://1234567.by/aУТ000001020"
"аккумулятор для мобильного телефона Nokia BL-4S, 2680 slide, Atomic";;;"http://1234567.by/aУТ000000770"
"аккумулятор для мобильного телефона Nokia BL-4S, 2680 slide, Experts";;;"http://1234567.by/aУТ000000734"
"аккумулятор для мобильного телефона Nokia BL-4S, 2680 slide, Koracell MBP-3600S-L900";;;"http://1234567.by/aУТ000001348"
"аккумулятор для мобильного телефона Nokia BL-4U (BL-5U), 6600s, 1120 mAh, Experts";;;"http://1234567.by/a00000000272"
"аккумулятор для мобильного телефона Nokia BL-4U (BL-5U), 6600s, 800 mAh, Experts";;;"http://1234567.by/aУТ000002320"
"аккумулятор для мобильного телефона Nokia BL-4U (BL-5U), 6600s, SmartPower";;;"http://1234567.by/aУТ000000759"
"аккумулятор для мобильного телефона Nokia BL-5B, 6020, 930 mAh, Experts";;;"http://1234567.by/a00000000468"
"аккумулятор для мобильного телефона Nokia BL-5B, 6020, Atomic";;;"http://1234567.by/aУТ000000442"
"аккумулятор для мобильного телефона Nokia BL-5B, 6020, LongLife";;;"http://1234567.by/aУТ000000054"
"аккумулятор для мобильного телефона Nokia BL-5BT, 2600c, 800 mAh, First";;;"http://1234567.by/aУТ000003460"
"аккумулятор для мобильного телефона Nokia BL-5BT, 2600c, Experts";;;"http://1234567.by/a00000000749"
"аккумулятор для мобильного телефона Nokia BL-5BT, 2600c, Neon";;;"http://1234567.by/a00000001133"
"аккумулятор для мобильного телефона Nokia BL-5C (BL-5CA), 6230, 1050 mAh, First";;;"http://1234567.by/aУТ000003457"
"аккумулятор для мобильного телефона Nokia BL-5C (BL-5CA), 6230, 1150 mAh, Experts";;;"http://1234567.by/a00000000145"
"аккумулятор для мобильного телефона Nokia BL-5C (BL-5CA), 6230, Atomic";;;"http://1234567.by/aУТ000000377"
"аккумулятор для мобильного телефона Nokia BL-5CT, 5220, 1100 mAh, Experts";;;"http://1234567.by/a00000000471"
"аккумулятор для мобильного телефона Nokia BL-5CT, 5220, CopyOriginal";;;"http://1234567.by/a00000001595"
"аккумулятор для мобильного телефона Nokia BL-5CT, 5220, LongLife";;;"http://1234567.by/aУТ000001019"
"аккумулятор для мобильного телефона Nokia BL-5F, N95, 1000 mAh, Experts";;;"http://1234567.by/a00000000831"
"аккумулятор для мобильного телефона Nokia BL-5F, N95, 860 mAh, Atomic";;;"http://1234567.by/aУТ000001661"
"аккумулятор для мобильного телефона Nokia BL-5F, N95, CopyOriginal";;;"http://1234567.by/a00000000877"
"аккумулятор для мобильного телефона Nokia BL-5F, N95, CopyOriginal";;;"http://1234567.by/a00000000877"
"аккумулятор для мобильного телефона Nokia BL-5F, N95, Rexpower";;;"http://1234567.by/a00000000483"
"аккумулятор для мобильного телефона Nokia BL-5J, 5800xm, 1350 mAh, Experts";;;"http://1234567.by/a00000000484"
"аккумулятор для мобильного телефона Nokia BL-5J, 5800xm, Koracell";;;"http://1234567.by/a00000001290"
"аккумулятор для мобильного телефона Nokia BL-5K, N85, 1250 mAh, Experts";;;"http://1234567.by/a00000001263"
"аккумулятор для мобильного телефона Nokia BL-6F, N95 8gb, CopyOriginal";;;"http://1234567.by/a00000001262"
"аккумулятор для мобильного телефона Nokia BL-6F, N95 8gb, Experts";;;"http://1234567.by/a00000000488"
"аккумулятор для мобильного телефона Nokia BL-6F, N95 8gb, Neon";;;"http://1234567.by/a00000000490"
"аккумулятор для мобильного телефона Nokia BL-6P, 7900, 800 mAh, Experts";;;"http://1234567.by/a00000000491"
"аккумулятор для мобильного телефона Nokia BL-6P, 7900, Koracell MBP-N7900-L650";;;"http://1234567.by/aУТ000001350"
"аккумулятор для мобильного телефона Nokia BL-6P, 7900, LongLife";;;"http://1234567.by/aУТ000000886"
"аккумулятор для мобильного телефона Nokia BL-6P, 7900, Neon";;;"http://1234567.by/a00000000492"
"аккумулятор для мобильного телефона Nokia BL-6P, 7900, Neon";;;"http://1234567.by/a00000000492"
"аккумулятор для мобильного телефона Nokia BL-6P, 7900, Rexpower";;;"http://1234567.by/a00000000750"
"аккумулятор для мобильного телефона Nokia BL-6Q, 6700 classic, 1000 mAh, Experts";;;"http://1234567.by/aУТ000001267"
"аккумулятор для мобильного телефона Nokia BLC-2, 3310, 1400 mAh, Experts";;;"http://1234567.by/a00000000269"
"аккумулятор для мобильного телефона Nokia BLC-2, 3310, CopyOriginal";;;"http://1234567.by/a00000001594"
"аккумулятор для мобильного телефона Nokia BLC-2, 3310, LongLife";;;"http://1234567.by/aУТ000000509"
"аккумулятор для мобильного телефона Nokia BLD-3, 7250, 750 mAh, Koracell ";;;"http://1234567.by/aУТ000003320"
"аккумулятор для мобильного телефона Nokia BLD-3, 7250, 950 mAh, Experts";;;"http://1234567.by/a00000000493"
"аккумулятор для мобильного телефона Nokia BLD-3, 7250, LongLife";;;"http://1234567.by/a00000000494"
"аккумулятор для мобильного телефона Nokia BLD-3, 7250, Neon";;;"http://1234567.by/a00000000753"
"аккумулятор для мобильного телефона Nokia BP-3L, Lumia 710, Experts";;;"http://1234567.by/aУТ000000735"
"аккумулятор для мобильного телефона Nokia BP-4L, N97, 1500 mAh, First";;;"http://1234567.by/aУТ000002932"
"аккумулятор для мобильного телефона Nokia BP-4L, N97, 1600 mAh, Experts";;;"http://1234567.by/a00000001591"
"аккумулятор для мобильного телефона Nokia BP-4L, N97, Koracell MBPU-E90-L1000";;;"http://1234567.by/aУТ000001349"
"аккумулятор для мобильного телефона Nokia BP-4L, N97, StrongBattle";;;"http://1234567.by/aУТ000000804"
"аккумулятор для мобильного телефона Nokia BP-5L, E61, LongLife";;;"http://1234567.by/a00000000486"
"аккумулятор для мобильного телефона Nokia BP-5L, E61, Neon";;;"http://1234567.by/a00000000487"
"аккумулятор для мобильного телефона Nokia BP-5M, 8600 Luna, 920 mAh, Experts";;;"http://1234567.by/a00000000688"
"аккумулятор для мобильного телефона Nokia BP-5M, 8600 Luna, Koracell";;;"http://1234567.by/a00000001292"
"аккумулятор для мобильного телефона Nokia BP-6M, 6233, 1050 mAh, Experts";;;"http://1234567.by/a00000000143"
"аккумулятор для мобильного телефона Nokia BP-6M, 6233, 1100 mAh, First";;;"http://1234567.by/aУТ000003459"
"аккумулятор для мобильного телефона Nokia BP-6M, 6233, Atomic";;;"http://1234567.by/aУТ000000440"
"аккумулятор для мобильного телефона Nokia BP-6M, 6233, Neon";;;"http://1234567.by/a00000001081"
"аккумулятор для мобильного телефона Nokia BP-6MT, E51, 1050 mAh, Experts";;;"http://1234567.by/a00000000141"
"аккумулятор для мобильного телефона Nokia BP-6MT, E51, CopyOriginal";;;"http://1234567.by/a00000000899"
"аккумулятор для мобильного телефона Nokia BP-6MT, E51, StrongBattle";;;"http://1234567.by/aУТ000001021"
"аккумулятор для мобильного телефона Nokia BP-6X (BL-6X), 8800, 750 mAh, Experts";;;"http://1234567.by/a00000000817"
"аккумулятор для мобильного телефона Nokia BP-6X (BL-6X), 8800, Neon";;;"http://1234567.by/a00000000752"
"Samsung";;;
"аккумулятор для мобильного телефона Samsung AB403450B, E590, 700 mAh, Experts";;;"http://1234567.by/a00000001592"
"аккумулятор для мобильного телефона Samsung AB423643C, U600 Experts";;;"http://1234567.by/a00000000142"
"аккумулятор для мобильного телефона Samsung AB463651BU, S3650 Corby, Experts";;;"http://1234567.by/a00000000496"
"аккумулятор для мобильного телефона Samsung AB474350, D780 Duos, 1000 mAh, Experts";;;"http://1234567.by/a00000000497"
"аккумулятор для мобильного телефона Samsung AB474350, D780 Duos, LongLife";;;"http://1234567.by/a00000000745"
"аккумулятор для мобильного телефона Samsung AB474350, D780 Duos, Rexpower";;;"http://1234567.by/a00000000498"
"аккумулятор для мобильного телефона Samsung AB483640B, J600, 720 mAh, Experts";;;"http://1234567.by/a00000001681"
